teamName,agents,website,facebook,instagram,linkedin,phone,company,network,location,avgHomePrice,latestVolume,latestTransactions,url
"Donna Bradshaw Team","4","","","","","(214) 734-8125","RE/MAX DFW Associates IV","RE/MAX","Flower Mound, TX","$924,195","$60.07M","65","https://www.realtrends.com/team-profile/donnabradshawteam-texas-re-maxdfwassociatesiv/"
"Haven Realty Group","2","https://www.dallashaven.com/","https://www.facebook.com/Dallas.HavenRealtyGroup/","https://www.instagram.com/dallas.haven","","(469) 404-2757","RE/MAX DFW Associates VIII","RE/MAX","Dallas, TX","$604,577","$47.16M","78","https://www.realtrends.com/team-profile/havenrealtygroup-texas-re-maxdfwassociatesviii/"
"The Williamson Group","4","https://www.wgrouprealestate.com/","https://www.facebook.com/schuyler.williamson","https://www.instagram.com/schuylerwilliamson/","https://www.linkedin.com/in/schuylerwilliamson/","(512) 437-1059","Keller Williams Realty","Keller Williams","Austin, TX","$939,573","$44.16M","47","https://www.realtrends.com/team-profile/thewilliamsongroup-texas-kellerwilliamsrealty/"
"The Home Selling Pro Team","4","https://www.thehomesellingpro.com/","","","","(972) 972-8388","Keller Williams Realty","Keller Williams","Frisco, TX","$473,505","$43.09M","91","https://www.realtrends.com/team-profile/thehomesellingproteam-texas-kellerwilliamsrealty/"
"The Collette King Team","5","https://www.thecollettekingteam.com/","","","","(713) 206-7653","RE/MAX Universal","RE/MAX","Cypress, TX","$427,730","$42.77M","100","https://www.realtrends.com/team-profile/thecollettekingteam-texas-re-maxuniversal/"
"RoPax Group","4","https://www.phyllisbrowning.com/realestate/agent/ropax-group/","","","","(210) 325-9595","Phyllis Browning Company","LeadingRE","San Antonio, TX","$563,697","$42.28M","75","https://www.realtrends.com/team-profile/ropaxgroup-texas-phyllisbrowningcompany/"
"The Zaplac Group","4","","","","","","Coldwell Banker D'Ann Harper, Realtors","Coldwell Banker","Victoria, TX","$332,172","$42.19M","127","https://www.realtrends.com/team-profile/thezaplacgroup-texas-coldwellbankerd-annharperrealtors/"
"The Santiago Team","4","","","","","","Better Homes and Gardens Real Estate Gary Greene","Better Homes and Gardens","Houston, TX","$620,294","$42.18M","68","https://www.realtrends.com/team-profile/thesantiagoteam-texas-betterhomesandgardensrealestategarygreene/"
"The Real McCoys®","5","","","","","(214) 649-5146","Keller Williams Realty Legacy","Keller Williams","Plano, TX","$615,732","$40.64M","66","https://www.realtrends.com/team-profile/therealmccoys-texas-kellerwilliamsrealtylegacy/"
"Duncan Realty Group","5","","","","","(806) 577-5595","Keller Williams Realty","Keller Williams","Lubbock, TX","$337,224","$40.47M","120","https://www.realtrends.com/team-profile/duncanrealtygroup-texas-kellerwilliamsrealty/"
"Kimmel Real Estate Group","5","","","","","(325) 439-0787","KW Synergy","Keller Williams","Abilene, TX","$264,403","$40.45M","153","https://www.realtrends.com/team-profile/kimmelrealestategroup-texas-kwsynergy/"
"E-Lit Realty Group","5","https://e-litrealty.kw.com/","https://www.facebook.com/elitrealtytx","https://www.instagram.com/e_litrealty/","https://www.linkedin.com/company/e-lit-realty/","(512) 786-0476","Keller Williams Realty","Keller Williams","Austin, TX","$337,556","$40.34M","119.5","https://www.realtrends.com/team-profile/e-litrealtygroup-texas-kellerwilliamsrealty/"
"Realty Performance Partners Group","4","https://www.realtyperformancepartners.com/","","","","(972) 898-6600","RE/MAX Dallas Suburbs","RE/MAX","Plano, TX","$716,983","$40.15M","56","https://www.realtrends.com/team-profile/realtyperformancepartnersgroup-texas-re-maxdallassuburbs/"
"The Raleigh Green Real Estate Group","4","https://www.briggsfreeman.com/","","","","(214) 208-7417","Briggs Freeman Sotheby's International Realty","Sotheby's International Realty","Fort Worth, TX","$784,383","$40.00M","51","https://www.realtrends.com/team-profile/theraleighgreenrealestategroup-texas-briggsfreemansotheby-sinternationalrealty/"
"The Edwards Team","5","","","","","903882114-4","CENTURY 21 First Group","CENTURY 21","Lindale, TX","$356,209","$39.90M","112","https://www.realtrends.com/team-profile/theedwardsteam-texas-century21firstgroup/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thepamelascarboroughgroup-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/austinrealestatetherapy-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/shannongillespiegroup-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thesarahrutherfordteam-texas-compass/"
"Maggie Harris Team","17","https://www.maggieharristeam.com/","https://www.facebook.com/TeamMaggieHarris","https://www.instagram.com/mhteamkw","","(956) 984-9019","Keller Williams Realty Rio Grande Valley","Keller Williams","McAllen, TX","$303,228","$53.06M","175","https://www.realtrends.com/team-profile/maggieharristeam-texas-kellerwilliamsrealtyriograndevalley/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/theatxgroup-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thelucasgroup-texas-compass/"
"Graves Group","7","","","","","(210) 978-0132","Keller Williams Realty","Keller Williams","San Antonio, TX","$542,223","$26.57M","49","https://www.realtrends.com/team-profile/gravesgroup-texas-kellerwilliamsrealty/"
"Becky Frey Real Estate Group","4","","","","","","Compass","Compass","Dallas, TX","$1,746,687","$96.07M","55","https://www.realtrends.com/team-profile/beckyfreyrealestategroup-texas-compass/"
"The Lakefront Group","4","https://www.lakehouses4sale.net/","https://www.facebook.com/LakeHouses4Sale","https://www.instagram.com/thelakefrontgroup/","https://www.linkedin.com/company/81589315/admin/dashboard/","(830) 221-6969","Keller Williams Realty Heritage","Keller Williams","Mcqueeney, TX","$1,064,867","$94.24M","88.5","https://www.realtrends.com/team-profile/thelakefrontgroup-texas-kellerwilliamsrealtyheritage/"
"Frankie Arthur Team","4","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","Flower Mound, TX","$676,752","$92.04M","136","https://www.realtrends.com/team-profile/frankiearthurteam-texas-coldwellbankerapexrealtors/"
"Graziano Mathews","2","https://www.grazianomathews.com/","","","","(214) 641-1019","Allie Beth Allman & Associates","LeadingRE, HomeServices of America","Dallas, TX","$1,750,000","$91.00M","52","https://www.realtrends.com/team-profile/grazianomathews-texas-alliebethallmanassociates/"
"Julie Provenzano Group","5","","","","","","Compass","Compass","Dallas, TX","$1,559,359","$90.44M","58","https://www.realtrends.com/team-profile/julieprovenzanogroup-texas-compass/"
"Jobst Randall Team","4","https://www.briggsfreeman.com/","","","","(214) 533-8355","Briggs Freeman Sotheby's International Realty","Sotheby's International Realty","Dallas, TX","$2,894,704","$88.00M","30.4","https://www.realtrends.com/team-profile/jobstrandallteam-texas-briggsfreemansotheby-sinternationalrealty/"
"Eleazer Group","2","https://www.joaneleazer.com/","","https://www.instagram.com/joanandlayne_homes","","(214) 537-5923","Compass","Compass","Dallas, TX","$3,077,780","$83.10M","27","https://www.realtrends.com/team-profile/eleazergroup-texas-compass/"
"Go Getters Multifamily Team","4","","","","","(806) 777-4459","Keller Williams Realty","Keller Williams","Lubbock, TX","$7,872,621","$81.09M","10.3","https://www.realtrends.com/team-profile/gogettersmultifamilyteam-texas-kellerwilliamsrealty/"
"Realty Haus Group","4","https://realtyhaus.com/","https://www.facebook.com/share/9wewo7sgKwHQLEqD/?mibextid=LQQJ4d","https://www.instagram.com/realty.haus","https://www.linkedin.com/in/anthony-gibson-539a4924","(512) 699-8507","Keller Williams","Keller Williams","Austin, TX","$951,616","$79.94M","84","https://www.realtrends.com/team-profile/realtyhausgroup-texas-kellerwilliams/"
"The Harrison Polsky Team","2","","","","","","Douglas Elliman","Independent/Other","Dallas, TX","$757,488","$78.78M","104","https://www.realtrends.com/team-profile/theharrisonpolskyteam-texas-douglaselliman/"
"TT Ranch Group","5","https://www.briggsfreeman.com/","","","","(214) 718-2800","Briggs Freeman Sotheby's International Realty","Sotheby's International Realty","Dallas, TX","$2,415,812","$72.47M","30","https://www.realtrends.com/team-profile/ttranchgroup-texas-briggsfreemansotheby-sinternationalrealty/"
"JKB Realty Group","4","","","","","(512) 796-0389","Keller Williams Realty","Keller Williams","Austin, TX","$775,703","$71.36M","92","https://www.realtrends.com/team-profile/jkbrealtygroup-texas-kellerwilliamsrealty/"
"Danuser Rado Group","4","https://www.danuserradogroup.com/","","https://www.instagram.com/danuserradogroup","","(214) 724-3105","Compass","Compass","Dallas, TX","$2,436,630","$68.23M","28","https://www.realtrends.com/team-profile/danuserradogroup-texas-compass/"
"Alexis Weigand Group","5","","","","","(210) 987-8801","Keller Williams Realty","Keller Williams","San Antonio, TX","$556,110","$67.85M","122","https://www.realtrends.com/team-profile/alexisweigandgroup-texas-kellerwilliamsrealty/"
"Caroline Schlemmer","4","https://www.carolineschlemmer.com/","","","","(713) 446-2716","Compass","Compass","Houston, TX","$1,114,541","$66.87M","60","https://www.realtrends.com/team-profile/carolineschlemmer-texas-compass/"
"Chilton Bacak Group","5","https://www.chiltonbacakgroup.com/","","https://www.instagram.com/chiltonbacakgroup","","(979) 575-2759","Coldwell Banker Apex, Realtors","Coldwell Banker","College Station, TX","$494,238","$66.23M","134","https://www.realtrends.com/team-profile/chiltonbacakgroup-texas-coldwellbankerapexrealtors/"
"Bonck Group","3","","","","","","eXp Realty","eXp Realty","Houston, TX","$841,230","$65.62M","78","https://www.realtrends.com/team-profile/bonckgroup-texas-exprealty/"
"Pantuso Properties","4","","","","","(817) 329-8850","Keller Williams Realty","Keller Williams","Southlake, TX","$2,262,469","$65.61M","29","https://www.realtrends.com/team-profile/pantusoproperties-texas-kellerwilliamsrealty/"
"The Nina and Neel Team","5","https://www.ninaandneel.com/","https://www.facebook.com/ninaandneel/","https://www.instagram.com/NinaAndNeel/","","281--773-5372","eXp Realty","eXp Realty","Missouri City, TX","$427,617","$64.57M","151","https://www.realtrends.com/team-profile/theninaandneelteam-texas-exprealty/"
"TREND Group","4","","","","","","Compass","Compass","Dallas, TX","$833,855","$64.21M","77","https://www.realtrends.com/team-profile/trendgroup-texas-compass/"
"Portfolio Properties Group","2","","","","","(214) 632-5813","Allie Beth Allman & Associates","LeadingRE, HomeServices of America","Dallas, TX","$2,913,636","$64.10M","22","https://www.realtrends.com/team-profile/portfoliopropertiesgroup-texas-alliebethallmanassociates/"
"Giles Group","2","https://gilesgroupaustin.com/","https://www.facebook.com/gilesgrp/","https://www.instagram.com/the_giles_group","https://www.linkedin.com/company/giles-group-austin/","","Compass","Compass","Austin, TX","$1,762,455","$63.45M","36","https://www.realtrends.com/team-profile/gilesgroup-texas-compass/"
"John C. Weber Real Estate Group","4","https://www.jcwrealestategroup.com/","https://www.facebook.com/jcwrealestategroup","https://www.instagram.com/jcwrealestate","","(214) 679-2427","Compass","Compass","Dallas, TX","$693,922","$61.76M","89","https://www.realtrends.com/team-profile/johnc-weberrealestategroup-texas-compass/"
"Rod Holland Real Estate Group","3","","","","","(972) 772-7070","Keller Williams Realty Rockwall","Keller Williams","Rockwall, TX","$723,943","$61.75M","85.3","https://www.realtrends.com/team-profile/rodhollandrealestategroup-texas-kellerwilliamsrealtyrockwall/"
"The Angela Green Team","3","","","","","(214) 893-4171","Keller Williams Realty Central 75","Keller Williams","Richardson, TX","$717,477","$61.70M","86","https://www.realtrends.com/team-profile/theangelagreenteam-texas-kellerwilliamsrealtycentral75/"
"The JP Findley Group","5","https://www.jpfindleygroup.com/","","https://www.instagram.com/jpfindleygroup","","(214) 418-0455","Compass","Compass","Frisco, TX","$723,529","$61.50M","85","https://www.realtrends.com/team-profile/thejpfindleygroup-texas-compass/"
"Laurie Flood Real Estate Team","4","","","","","(512) 576-1504","Keller Williams Realty","Keller Williams","Austin, TX","$533,959","$58.74M","110","https://www.realtrends.com/team-profile/lauriefloodrealestateteam-texas-kellerwilliamsrealty/"
"The Drewett Group","4","","","","","","Compass","Compass","Austin, TX","$1,462,324","$58.49M","40","https://www.realtrends.com/team-profile/thedrewettgroup-texas-compass/"
"Prestigious Property Group","2","https://www.redfin.com/","","","","","Redfin","Redfin","Fort Worth, TX","$582,310","$58.23M","100","https://www.realtrends.com/team-profile/prestigiouspropertygroup-texas-redfin/"
"Todd Russell Real Estate Group","5","","","","","(214) 802-7097","Keller Williams Realty Rockwall","Keller Williams","Rockwall, TX","$529,150","$58.05M","109.7","https://www.realtrends.com/team-profile/toddrussellrealestategroup-texas-kellerwilliamsrealtyrockwall/"
"ELG - Elena Licari Group","3","https://www.elenalicari.com/","","https://www.instagram.com/elena_licari_dreamhomes","https://www.linkedin.com/in/elena-licari-2257bb92/","(650) 868-0069","Coldwell Banker","Coldwell Banker","Austin, TX","$1,526,316","$58.00M","38","https://www.realtrends.com/team-profile/elg-elenalicarigroup-texas-coldwellbanker/"
"The Banks Group","4","","","","","","Douglas Elliman","Independent/Other","Houston, TX","$1,854,904","$57.50M","31","https://www.realtrends.com/team-profile/thebanksgroup-texas-douglaselliman/"
"Keenan Group","3","","","","","","Compass","Compass","Austin, TX","$902,412","$55.95M","62","https://www.realtrends.com/team-profile/keenangroup-texas-compass/"
"Darsh Parikh","4","https://austinrealestatedarsh.com/","","https://www.instagram.com/darsh_atx","","(512) 593-3138","Compass","Compass","Austin, TX","$947,138","$55.88M","59","https://www.realtrends.com/team-profile/darshparikh-texas-compass/"
"Martha Williams Group","4","https://www.williamstrew.com/bio/marthawilliamsgroup","https://www.facebook.com/marthawilliamsgroup","https://www.instagram.com/marthawilliamsgroup","","(817) 570-9401","Ebby Halliday Companies - Williams Trew","LeadingRE, HomeServices of America","Fort Worth, TX","$1,499,116","$55.47M","37","https://www.realtrends.com/team-profile/marthawilliamsgroup-texas-ebbyhalliday-companies-williamstrew/"
"The Mary Monkhouse Group","5","http://www.compass.com/agents/mary-monkhouse-group","","https://www.instagram.com/mary-monkhousegroup","","(214) 502-1884","Compass","Compass","Dallas, TX","$1,220,021","$54.90M","45","https://www.realtrends.com/team-profile/themarymonkhousegroup-texas-compass/"
"Patek + Jones Group","3","","","","","","Compass","Compass","Austin, TX","$2,880,161","$54.72M","19","https://www.realtrends.com/team-profile/patek-jonesgroup-texas-compass/"
"Andy Allen Team","5","","","","","(512) 201-1753","Keller Williams Realty","Keller Williams","Austin, TX","$939,850","$54.51M","58","https://www.realtrends.com/team-profile/andyallenteam-texas-kellerwilliamsrealty/"
"Bridgette Harrington Group","5","","","","","(214) 502-1884","Compass","Compass","Dallas, TX","$620,162","$51.47M","83","https://www.realtrends.com/team-profile/bridgetteharringtongroup-texas-compass/"
